element_type,osmid,name,shop,geometry,amenity,name:ru,operator,phone,website,nodes,addr:city,addr:country,addr:housenumber,addr:region,addr:street,building,tourism,building:levels,smoking,denomination,historic,religion,leisure,opening_hours,abandoned,abandoned:cafe,description,office,branch,brand:wikidata,brand:wikipedia,contact:facebook,contact:instagram,contact:ok,contact:phone,contact:twitter,contact:vk,contact:website,name:en,ref,wheelchair,abandoned:shop,abandoned:building,aeroway,club,power,ways,type
way,679579864,,,"POLYGON ((37.2654544 58.6489339, 37.2655036 58.6489919, 37.265584 58.6489734, 37.2655348 58.6489154, 37.2654544 58.6489339))",,,,,,"[6363402666, 6363402667, 6363402668, 6363402669, 6363402666]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660974,,,"POLYGON ((37.2723116 58.6407076, 37.272641 58.6406285, 37.2725953 58.640577, 37.272266 58.6406561, 37.2723116 58.6407076))",,,,,,"[6364259065, 6364259066, 6364259067, 6364259068, 6364259065]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660975,,,"POLYGON ((37.2724639 58.640734, 37.2725867 58.6407043, 37.272594 58.6407125, 37.2726903 58.6406892, 37.2726476 58.6406414, 37.2724285 58.6406945, 37.2724639 58.640734))",,,,,,"[6364259069, 6364259070, 6364259071, 6364259072, 6364259073, 6364259074, 6364259069]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660976,,,"POLYGON ((37.2723837 58.6407076, 37.2722648 58.6407371, 37.2722904 58.6407651, 37.2723151 58.6407589, 37.2723278 58.6407727, 37.272422 58.6407494, 37.2723837 58.6407076))",,,,,,"[6364259075, 6364259076, 6364259077, 6364259078, 6364259079, 6364259080, 6364259075]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660978,,,"POLYGON ((37.2717017 58.6411526, 37.2717473 58.6412021, 37.2718203 58.6411839, 37.2717747 58.6411344, 37.2717017 58.6411526))",,,,,,"[6364259082, 6364259083, 6364259084, 6364262285, 6364259082]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660979,,,"POLYGON ((37.2710138 58.6407801, 37.2711087 58.6408699, 37.2711708 58.6408521, 37.2710759 58.6407623, 37.2710138 58.6407801))",,,,,,"[6364262286, 6364262287, 6364262288, 6364262289, 6364262286]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660980,,,"POLYGON ((37.271149 58.6408203, 37.2712055 58.6408738, 37.2712685 58.6408558, 37.271212 58.6408023, 37.271149 58.6408203))",,,,,,"[6364262290, 6364262291, 6364262292, 6364262293, 6364262290]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660981,,,"POLYGON ((37.2710292 58.6411687, 37.2711096 58.6412685, 37.2711843 58.6412522, 37.2711379 58.6411946, 37.2712115 58.6411786, 37.2711775 58.6411363, 37.2710292 58.6411687))",,,,,,"[6364262294, 6364262295, 6364262296, 6364262297, 6364262298, 6364262299, 6364262294]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660983,,,"POLYGON ((37.2731493 58.6416037, 37.2732223 58.6416865, 37.2731463 58.6417046, 37.2731658 58.6417267, 37.2732366 58.6417098, 37.2732463 58.6417209, 37.2733477 58.6416967, 37.2732454 58.6415807, 37.2731493 58.6416037))",,,,,,"[6364262301, 6364262302, 6364262303, 6364262304, 6364262305, 6364262306, 6364262307, 6364262308, 6364262301]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660984,,,"POLYGON ((37.2733721 58.6414942, 37.2734261 58.6414811, 37.2733812 58.641431, 37.2733272 58.6414441, 37.2733721 58.6414942))",,,,,,"[6364262309, 6364262310, 6364262311, 6364262312, 6364262309]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660985,,,"POLYGON ((37.2731308 58.6414397, 37.2732751 58.6414039, 37.2732839 58.6414136, 37.2733582 58.6413952, 37.2732589 58.6412867, 37.2731906 58.6413037, 37.2732457 58.6413638, 37.2730954 58.641401, 37.2731308 58.6414397))",,,,,,"[6364262313, 6364262314, 6364262315, 6364262316, 6364262317, 6364262318, 6364262319, 6364262320, 6364262313]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660986,,,"POLYGON ((37.2718917 58.6407354, 37.2719411 58.6407872, 37.2719858 58.6407756, 37.2719363 58.6407238, 37.2718917 58.6407354))",,,,,,"[6364262321, 6364262322, 6364262323, 6364262324, 6364262321]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660987,,,"POLYGON ((37.2719438 58.6406594, 37.2719852 58.6407073, 37.2720188 58.6406994, 37.2719773 58.6406515, 37.2719438 58.6406594))",,,,,,"[6364262325, 6364262326, 6364262327, 6364262328, 6364262325]",,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679660988,,,"POLYGON ((37.2716989 58.6408071, 37.2717471 58.6408557, 37.2717832 58.6408461, 37.2717349 58.6407974, 37.2716989 58.6408071))",,,,,,"[6364262329, 6364262330, 6364262331, 6364262332, 6364262329]",,,,,,greenhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672706,,,"POLYGON ((37.2739994 58.6422606, 37.2740667 58.6423776, 37.2742362 58.6423512, 37.2741688 58.6422341, 37.2739994 58.6422606))",,,,,,"[6364334062, 6364334063, 6364334064, 6364334065, 6364334062]",,,20,,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672707,,,"POLYGON ((37.2741811 58.6421414, 37.274492 58.6420879, 37.2744399 58.6420059, 37.274129 58.6420595, 37.2741811 58.6421414))",,,,,,"[6364334066, 6364334067, 6364334451, 6364334068, 6364334066]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672708,,,"POLYGON ((37.2745349 58.6421946, 37.2746744 58.642393, 37.2747402 58.6423804, 37.2747484 58.6423921, 37.2748658 58.6423697, 37.2747207 58.6421633, 37.2746656 58.6421738, 37.2746504 58.6421521, 37.2745775 58.642166, 37.2745902 58.642184, 37.2745349 58.6421946))",,,,,,"[6364334069, 6364334070, 6364334071, 6364334072, 6364334073, 6364334074, 6364334075, 6364334076, 6364334077, 6364334078, 6364334069]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672709,,,"POLYGON ((37.274136 58.642491, 37.2745141 58.6424379, 37.2744981 58.6424071, 37.2744568 58.6424129, 37.2744477 58.6423955, 37.274269 58.6424206, 37.2742737 58.6424296, 37.2741157 58.6424518, 37.274136 58.642491))",,,,,,"[6364334079, 6364334080, 6364334081, 6364334082, 6364334083, 6364334084, 6364334285, 6364334286, 6364334079]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672710,,,"POLYGON ((37.2744064 58.6426977, 37.2744507 58.6426894, 37.2744603 58.6427033, 37.2746207 58.6426733, 37.2745787 58.6426126, 37.2745389 58.6425549, 37.2743341 58.6425932, 37.2744064 58.6426977))",,,,,,"[6364334287, 6364334288, 6364334289, 6364334290, 6364334407, 6364334291, 6364334292, 6364334287]",,,18,,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672711,,,"POLYGON ((37.2747671 58.6425036, 37.2748544 58.6426272, 37.2750686 58.6425862, 37.2750224 58.6425207, 37.275049 58.6425156, 37.275008 58.6424575, 37.2747671 58.6425036))",,,,,,"[6364334293, 6364334294, 6364334295, 6364334296, 6364334297, 6364334298, 6364334293]",,,15,,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672712,,,"POLYGON ((37.2744524 58.6428545, 37.2744833 58.6428991, 37.2745215 58.6428919, 37.2745254 58.6428976, 37.2745557 58.6429413, 37.2746036 58.6429323, 37.2746148 58.6429485, 37.2747832 58.6429169, 37.2747448 58.6428615, 37.2746973 58.6427931, 37.2745268 58.6428251, 37.2745362 58.6428387, 37.2744524 58.6428545))",,,,,,"[6364334299, 6364334300, 6364334301, 6364334412, 6364334302, 6364334303, 6364334304, 6364334305, 6364334409, 6364334306, 6364334307, 6364334308, 6364334299]",,,16,,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672713,,,"POLYGON ((37.2749409 58.6427544, 37.2750222 58.6428789, 37.2752417 58.6428402, 37.2752123 58.6427952, 37.2751645 58.6427219, 37.2751111 58.6427313, 37.275096 58.6427082, 37.275157 58.6426974, 37.2751304 58.6426566, 37.2750271 58.6426748, 37.2750647 58.6427325, 37.2749409 58.6427544))",,,,,,"[6364334309, 6364334310, 6364334311, 6364334450, 6364334312, 6364334313, 6364334314, 6364334315, 6364334316, 6364334317, 6364334318, 6364334309]",,,13,,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672714,,,"POLYGON ((37.2747353 58.6431941, 37.2747785 58.643186, 37.2747903 58.6432032, 37.274956 58.6431723, 37.274912 58.6431102, 37.2748706 58.6430481, 37.2747024 58.6430795, 37.2747192 58.6431039, 37.2746785 58.6431115, 37.2747353 58.6431941))",,,,,,"[6364334319, 6364334320, 6364334321, 6364334322, 6364334421, 6364334323, 6364334324, 6364334325, 6364334326, 6364334319]",,,14,,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672715,,,"POLYGON ((37.2749001 58.6434643, 37.2751336 58.6434209, 37.2750459 58.6432931, 37.2748768 58.6433245, 37.2749153 58.6433805, 37.2748508 58.6433925, 37.2749001 58.6434643))",,,,,,"[6364334327, 6364334328, 6364334329, 6364334330, 6364334331, 6364334332, 6364334327]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672716,,,"POLYGON ((37.2753648 58.6433818, 37.2755699 58.6433439, 37.2754833 58.643217, 37.2752782 58.643255, 37.2753648 58.6433818))",,,,,,"[6364334333, 6364334334, 6364334335, 6364334336, 6364334333]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672717,,,"POLYGON ((37.2751201 58.6430022, 37.2752067 58.643133, 37.2754249 58.6430938, 37.2753374 58.6429617, 37.2752328 58.6429805, 37.2752207 58.6429622, 37.2751515 58.6429746, 37.2751645 58.6429942, 37.2751201 58.6430022))",,,,,,"[6364334337, 6364334338, 6364334339, 6364334340, 6364334341, 6364334342, 6364334343, 6364334344, 6364334337]",,,11,,улица Долгирева,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672719,,,"POLYGON ((37.2747106 58.6435993, 37.2748504 58.6435756, 37.2747383 58.643397, 37.2745985 58.6434208, 37.2746816 58.6435532, 37.2747106 58.6435993))",,,,,,"[6364334365, 6364334361, 6364334362, 6364334363, 6364334366, 6364334365]",,,,,,house,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672720,,,"POLYGON ((37.2744861 58.6435956, 37.2747106 58.6435993, 37.2746816 58.6435532, 37.2744881 58.6435509, 37.2744861 58.6435956))",,,,,,"[6364334364, 6364334365, 6364334366, 6364334360, 6364334364]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672723,,,"POLYGON ((37.2756958 58.6434548, 37.2758581 58.6434297, 37.2758226 58.6433675, 37.2756603 58.6433926, 37.2756781 58.6434239, 37.2756958 58.6434548))",,,,,,"[6364334376, 6364334377, 6364334378, 6364334379, 6364334374, 6364334376]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672726,,,"POLYGON ((37.2748727 58.641927, 37.2749113 58.6419778, 37.2749989 58.6419597, 37.2749603 58.641909, 37.2748727 58.641927))",,,,,,"[6364334382, 6364334383, 6364334384, 6364334385, 6364334382]",,,,,,garage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672732,,,"POLYGON ((37.2741566 58.6428915, 37.2742384 58.6428875, 37.2742248 58.6428113, 37.274143 58.6428152, 37.2741566 58.6428915))",,,,,,"[6364334400, 6364334401, 6364334398, 6364334402, 6364334400]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672733,,,"POLYGON ((37.2742027 58.6427057, 37.2742949 58.6426963, 37.2742463 58.6425673, 37.274154 58.6425767, 37.2742027 58.6427057))",,,,,,"[6364334403, 6364334404, 6364334405, 6364334406, 6364334403]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672737,,,"POLYGON ((37.2743698 58.6429271, 37.274406 58.6429794, 37.2744851 58.6429646, 37.2744489 58.6429123, 37.2743698 58.6429271))",,,,,,"[6364334413, 6364334414, 6364334415, 6364334416, 6364334413]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672741,,,"POLYGON ((37.2744906 58.6431449, 37.2745435 58.6432269, 37.2746266 58.6432124, 37.2745736 58.6431304, 37.2744906 58.6431449))",,,,,,"[6364334422, 6364334423, 6364334424, 6364334425, 6364334422]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672742,,,"POLYGON ((37.2756216 58.6432343, 37.2756935 58.643343, 37.2757692 58.6433295, 37.2756972 58.6432207, 37.2756216 58.6432343))",,,,,,"[6364334426, 6364334427, 6364334428, 6364334429, 6364334426]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672743,,,"POLYGON ((37.2754113 58.6429458, 37.2754844 58.6430539, 37.2755581 58.6430404, 37.275485 58.6429323, 37.2754113 58.6429458))",,,,,,"[6364334431, 6364334432, 6364334433, 6364334434, 6364334431]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672744,,,"POLYGON ((37.2752507 58.6427121, 37.2753238 58.6428202, 37.2753975 58.6428067, 37.2753243 58.6426986, 37.2752507 58.6427121))",,,,,,"[6364334435, 6364334436, 6364334437, 6364334438, 6364334435]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679672745,,,"POLYGON ((37.275094 58.6424821, 37.2751671 58.6425902, 37.2752408 58.6425767, 37.2751677 58.6424686, 37.275094 58.6424821))",,,,,,"[6364334439, 6364334440, 6364334441, 6364334442, 6364334439]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679675831,,,"POLYGON ((37.2756395 58.6444989, 37.2757263 58.644493, 37.2757054 58.6444101, 37.2756186 58.644416, 37.2756395 58.6444989))",,,,,,"[6364364676, 6364364677, 6364364678, 6364364679, 6364364676]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679675833,,,"POLYGON ((37.2754241 58.6439332, 37.2755856 58.6439209, 37.2755547 58.6438102, 37.2753932 58.6438225, 37.2754241 58.6439332))",,,,,,"[6364364680, 6364364681, 6364364682, 6364364683, 6364364680]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679675834,,,"POLYGON ((37.2731532 58.6449417, 37.2734045 58.6449283, 37.2733857 58.6448325, 37.2731344 58.6448459, 37.2731532 58.6449417))",,,,,,"[6364364684, 6364364685, 6364364686, 6364364687, 6364364684]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679675836,,,"POLYGON ((37.2722983 58.6443546, 37.2728888 58.6442679, 37.2727987 58.6441019, 37.2722082 58.6441887, 37.2722983 58.6443546))",,,,,,"[6364364689, 6364364690, 6364364691, 6364364692, 6364364689]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679675837,,,"POLYGON ((37.2732236 58.6440448, 37.2733064 58.6440326, 37.2732863 58.6439955, 37.2732035 58.6440076, 37.2732236 58.6440448))",,,,,,"[6364364693, 6364364694, 6364364695, 6364364696, 6364364693]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679675838,,,"POLYGON ((37.2727549 58.6450794, 37.272927 58.6450695, 37.2729143 58.6450097, 37.2727423 58.6450196, 37.2727549 58.6450794))",,,,,,"[6364364700, 6364364701, 6364364702, 6364364703, 6364364700]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679675843,,,"POLYGON ((37.2737294 58.644874, 37.2739421 58.644861, 37.2738731 58.6445543, 37.2736605 58.6445672, 37.2737294 58.644874))",,,,,,"[6364364720, 6364364721, 6364364722, 6364364723, 6364364720]",,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684038,,,"POLYGON ((37.2619106 58.6468125, 37.2621137 58.6467757, 37.2619513 58.6465332, 37.2618912 58.6465441, 37.2618731 58.6465171, 37.2619212 58.6465084, 37.2618401 58.6463873, 37.2618101 58.6463927, 37.2617942 58.6463689, 37.2618256 58.6463633, 37.2618151 58.6463477, 37.2617852 58.6463531, 37.2617709 58.6463318, 37.2618115 58.6463244, 37.2617986 58.6463052, 37.2617605 58.6463121, 37.2617497 58.6462959, 37.2617928 58.646288, 37.2617811 58.6462706, 37.2617274 58.6462803, 37.2617184 58.6462668, 37.261564 58.6462948, 37.2619106 58.6468125))",,,,,,"[6364434300, 6364434301, 6364434302, 6364434303, 6364434304, 6364434305, 6364434306, 6364434307, 6364434308, 6364434309, 6364434310, 6364434311, 6364434312, 6364434313, 6364434314, 6364434315, 6364434316, 6364434317, 6364434318, 6364434319, 6364434320, 6364434321, 6364434300]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684039,,,"POLYGON ((37.2620267 58.6468301, 37.2621143 58.6468119, 37.2620935 58.6467848, 37.2620059 58.646803, 37.2620267 58.6468301))",,,,,,"[6364434322, 6364434323, 6364434324, 6364434325, 6364434322]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684040,,,"POLYGON ((37.2617435 58.6469318, 37.2619216 58.6472015, 37.2620404 58.6471802, 37.2620307 58.6471654, 37.2620857 58.6471556, 37.2619934 58.6470158, 37.2620203 58.647011, 37.2619576 58.646916, 37.2619685 58.6469141, 37.261953 58.6468907, 37.2619696 58.6468877, 37.2619506 58.646859, 37.2618088 58.6468843, 37.2617927 58.6468599, 37.2617347 58.6468702, 37.261772 58.6469267, 37.2617435 58.6469318))",,,,,,"[6364434326, 6364434327, 6364434328, 6364434329, 6364434330, 6364434331, 6364434332, 6364434333, 6364434334, 6364434335, 6364434336, 6364434337, 6364434338, 6364434339, 6364434340, 6364434341, 6364434326]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684041,,,"POLYGON ((37.261956 58.6472191, 37.2620637 58.6473738, 37.262251 58.6473385, 37.2622398 58.6473224, 37.2622629 58.647318, 37.2622357 58.647279, 37.2621926 58.6472871, 37.2621497 58.6472256, 37.2621861 58.6472188, 37.2621597 58.6471807, 37.261956 58.6472191))",,,,,,"[6364434342, 6364434343, 6364434344, 6364434345, 6364434346, 6364434347, 6364434348, 6364434349, 6364434350, 6364434351, 6364434342]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684042,,,"POLYGON ((37.2621549 58.6466436, 37.2624382 58.6465903, 37.2623995 58.6465347, 37.2621163 58.6465879, 37.2621549 58.6466436))",,,,,,"[6364434361, 6364434362, 6364434363, 6364434364, 6364434361]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684043,,,"POLYGON ((37.2623247 58.6467227, 37.262453 58.6466998, 37.262427 58.6466604, 37.2622987 58.6466833, 37.2623247 58.6467227))",,,,,,"[6364434365, 6364434366, 6364434367, 6364434368, 6364434365]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684044,,,"POLYGON ((37.262301 58.6466782, 37.2623903 58.6466622, 37.2623698 58.646631, 37.2622804 58.646647, 37.262301 58.6466782))",,,,,,"[6364434369, 6364434370, 6364434371, 6364434372, 6364434369]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684045,,,"POLYGON ((37.2628274 58.6468113, 37.2630537 58.6467697, 37.2630607 58.6467799, 37.2631153 58.6467698, 37.2630802 58.6467182, 37.2627992 58.6467699, 37.2628274 58.6468113))",,,,,,"[6364434373, 6364434374, 6364434375, 6364434376, 6364434377, 6364434378, 6364434373]",,,,,,yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679684046,,,"POLYGON ((37.2637273 58.6467915, 37.264244 58.6466999, 37.2641774 58.6465982, 37.2640482 58.6466211, 37.2639191 58.6466441, 37.2637899 58.646667, 37.2636607 58.6466899, 37.2637273 58.6467915))",,,,,,"[6364434379, 6364434380, 6364434381, 6364462662, 6364462660, 6364462661, 6364434382, 6364434379]",,,,,,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679692050,,,"POLYGON ((37.2623419 58.6460236, 37.2625094 58.646285, 37.2627116 58.6462499, 37.2626697 58.6461846, 37.2626279 58.6461192, 37.262586 58.6460539, 37.2625442 58.6459885, 37.2623419 58.6460236))",,,,,,"[6364462646, 6364462647, 6364462648, 6364462649, 6364462650, 6364462651, 6364462652, 6364462646]",,,,,,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679692052,,,"POLYGON ((37.2631188 58.6464237, 37.2632863 58.6466851, 37.2634885 58.64665, 37.2634466 58.6465847, 37.2634048 58.6465193, 37.2633629 58.646454, 37.2633211 58.6463886, 37.2631188 58.6464237))",,,,,,"[6364462653, 6364462654, 6364462655, 6364462656, 6364462657, 6364462658, 6364462659, 6364462653]",,,,,,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679692053,,,"POLYGON ((37.2635446 58.6458017, 37.2636055 58.6458994, 37.2637345 58.6458776, 37.2638634 58.6458558, 37.2639924 58.645834, 37.2641214 58.6458123, 37.2640605 58.6457146, 37.2635446 58.6458017))",,,,,,"[6364462667, 6364462668, 6364462669, 6364462670, 6364462671, 6364462672, 6364462673, 6364462667]",,,,,,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679692056,,,"POLYGON ((37.2644567 58.6456033, 37.2642696 58.645636, 37.2643129 58.6457029, 37.2643561 58.6457698, 37.2643993 58.6458366, 37.2644426 58.6459035, 37.2646297 58.6458708, 37.2644567 58.6456033))",,,,,,"[6364462674, 6364462675, 6364462676, 6364462677, 6364462678, 6364462679, 6364462680, 6364462674]",,,10,,улица Правды,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679692058,,,"POLYGON ((37.2646918 58.645969, 37.2645047 58.6460017, 37.264548 58.6460686, 37.2645912 58.6461355, 37.2646344 58.6462024, 37.2646777 58.6462692, 37.2648648 58.6462365, 37.2646918 58.645969))",,,,,,"[6364462681, 6364462682, 6364462683, 6364462684, 6364463085, 6364463086, 6364463087, 6364462681]",,,,,,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679692060,,,"POLYGON ((37.2649318 58.6463383, 37.2647447 58.646371, 37.2647879 58.6464379, 37.2648311 58.6465048, 37.2648744 58.6465716, 37.2649176 58.6466385, 37.2651047 58.6466058, 37.2649318 58.6463383))",,,,,,"[6364463088, 6364463089, 6364463090, 6364463091, 6364463092, 6364463093, 6364463094, 6364463088]",,,6,,улица Правды,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679692063,,,"POLYGON ((37.2651908 58.6467171, 37.2649945 58.6467518, 37.2650372 58.6468172, 37.2650646 58.6468592, 37.2650921 58.6469014, 37.2651346 58.6469665, 37.2653309 58.6469319, 37.2651908 58.6467171))",,,,,,"[6364463098, 6364463099, 6364463100, 6364463101, 6364463102, 6364463103, 6364463104, 6364463098]",Весьегонск,RU,2,Тверская область,улица Правды,apartments,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737212,,,"POLYGON ((37.2632064 58.6468464, 37.2632964 58.646831, 37.2633188 58.6468662, 37.26341 58.6468506, 37.2633184 58.6467062, 37.2632316 58.6467211, 37.263268 58.6467784, 37.2631735 58.6467946, 37.2632064 58.6468464))",,,,,,"[6364690887, 6364690888, 6364690889, 6364690890, 6364690891, 6364690892, 6364690893, 6364690894, 6364690887]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737213,,,"POLYGON ((37.2636155 58.6468507, 37.2636566 58.6469067, 37.2637623 58.6468858, 37.2637213 58.6468298, 37.2636155 58.6468507))",,,,,,"[6364690895, 6364690896, 6364690897, 6364690898, 6364690895]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737214,,,"POLYGON ((37.2634776 58.6469123, 37.2635471 58.6468995, 37.2635117 58.6468475, 37.2634422 58.6468603, 37.2634776 58.6469123))",,,,,,"[6364690899, 6364690900, 6364690901, 6364690902, 6364690899]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737215,,,"POLYGON ((37.2635796 58.6469195, 37.263649 58.6469063, 37.2636065 58.6468458, 37.2635372 58.646859, 37.2635796 58.6469195))",,,,,,"[6364690903, 6364690904, 6364690905, 6364690906, 6364690903]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737216,,,"POLYGON ((37.2643736 58.6466132, 37.2644688 58.6465944, 37.2644414 58.6465568, 37.2643462 58.6465756, 37.2643736 58.6466132))",,,,,,"[6364690907, 6364690908, 6364690909, 6364690910, 6364690907]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737217,,,"POLYGON ((37.2645231 58.6466534, 37.2646591 58.6466291, 37.264627 58.6465805, 37.264491 58.6466048, 37.2645231 58.6466534))",,,,,,"[6364690911, 6364690912, 6364690913, 6364690914, 6364690911]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737218,,,"POLYGON ((37.2646285 58.6467286, 37.2647053 58.6467137, 37.264683 58.6466825, 37.2646062 58.6466974, 37.2646285 58.6467286))",,,,,,"[6364690915, 6364690916, 6364690917, 6364690918, 6364690915]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737219,,,"POLYGON ((37.2647069 58.6467, 37.2647783 58.6466851, 37.2647519 58.6466509, 37.2646806 58.6466657, 37.2647069 58.6467))",,,,,,"[6364690919, 6364690920, 6364690921, 6364690922, 6364690919]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737220,,,"POLYGON ((37.2628601 58.646179, 37.2628912 58.6462261, 37.2629346 58.6462184, 37.262949 58.6462403, 37.2629201 58.6462454, 37.2629965 58.6463612, 37.2631783 58.6463287, 37.2631572 58.6462968, 37.2631225 58.646303, 37.2631006 58.6462698, 37.2631407 58.6462626, 37.2631053 58.6462089, 37.2630598 58.6462171, 37.2630163 58.6461511, 37.2628601 58.646179))",,,,,,"[6364690923, 6364690924, 6364690925, 6364690926, 6364690927, 6364690928, 6364690929, 6364690930, 6364690931, 6364690932, 6364690933, 6364690934, 6364690935, 6364690936, 6364690923]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
way,679737221,,,"POLYGON ((37.263323 58.6463333, 37.2634146 58.6463062, 37.2633816 58.6462761, 37.26329 58.6463033, 37.263323 58.6463333))",,,,,,"[6364690937, 6364690938, 6364690939, 6364690940, 6364690937]",,,,,,shed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
